id,name,slug,downloads,link
1247984,Brixton Buttered Crumpets,brixton-buttered-crumpets,177,https://www.curseforge.com/minecraft/modpacks/brixton-buttered-crumpets
1257089,Freedom Force,freedom-force,199,https://www.curseforge.com/minecraft/modpacks/freedom-force
1278893,Let's Create : a New World,lets-create-a-new-world,63,https://www.curseforge.com/minecraft/modpacks/lets-create-a-new-world
1232091,Gallito's Forged Adventure,gallitos-forged-adventure,129,https://www.curseforge.com/minecraft/modpacks/gallitos-forged-adventure
1282263,smp pugmans fixed,smp-pugmans-fixed,53,https://www.curseforge.com/minecraft/modpacks/smp-pugmans-fixed
1279683,Lumotis:ROTL (LowEnd),lumotis-rotl-lowend,185,https://www.curseforge.com/minecraft/modpacks/lumotis-rotl-lowend
1279686,Lumotis:ROTL (HighQuality),lumotis-rotl-highquality,223,https://www.curseforge.com/minecraft/modpacks/lumotis-rotl-highquality
1270985,girl power brellafied,girl-power-brellafied,64,https://www.curseforge.com/minecraft/modpacks/girl-power-brellafied
914247,Asylum - Trails and Tales,asylum-trails-and-tales,1914,https://www.curseforge.com/minecraft/modpacks/asylum-trails-and-tales
1013368,West Florida,west-florida,766,https://www.curseforge.com/minecraft/modpacks/west-florida
1273028,Grand Adventura,grand-adventura,168,https://www.curseforge.com/minecraft/modpacks/grand-adventura
1274350,ClouddCraft Factions,clouddcraft-factions,189,https://www.curseforge.com/minecraft/modpacks/clouddcraft-factions
1282777,Summer Fest,summer-fest,30,https://www.curseforge.com/minecraft/modpacks/summer-fest
1280791,SURVIVAL CREATE - T3,survival-create-t3,97,https://www.curseforge.com/minecraft/modpacks/survival-create-t3
1233270,EraKraft Definitive,erakraft-definitive,117,https://www.curseforge.com/minecraft/modpacks/erakraft-definitive
1279925,Create: Adventurous Engineering,create-adventurous-engineering,67,https://www.curseforge.com/minecraft/modpacks/create-adventurous-engineering
1280274,Industrial Odyssey,industrial-odyssey,100,https://www.curseforge.com/minecraft/modpacks/industrial-odyssey
1280242,PIXELKRAFT,pixelkraft,58,https://www.curseforge.com/minecraft/modpacks/pixelkraft
1171680,happy ,happy-lightweight,578,https://www.curseforge.com/minecraft/modpacks/happy-lightweight
1279834,C.C.R.R (Create Central Rail Road),c-c-r-r-create-central-rail-road,145,https://www.curseforge.com/minecraft/modpacks/c-c-r-r-create-central-rail-road
1272743,Create: Endless IDeas,create-endless-ideas,150,https://www.curseforge.com/minecraft/modpacks/create-endless-ideas
1246440,Create: Unhinged,create-unhinged,407,https://www.curseforge.com/minecraft/modpacks/create-unhinged
1271791,OverclockedSMP [BETA],overclockedsmp-beta,44,https://www.curseforge.com/minecraft/modpacks/overclockedsmp-beta
1256658,DruellaCraft,druellacraft,229,https://www.curseforge.com/minecraft/modpacks/druellacraft
1273573,Create Chaos Cube,create-chaos-cube,92,https://www.curseforge.com/minecraft/modpacks/create-chaos-cube
1257030,EqtCraft,eqtcraft,196,https://www.curseforge.com/minecraft/modpacks/eqtcraft
1236975,#SassQueen Gaming,sassqueen-gaming-modpack,371,https://www.curseforge.com/minecraft/modpacks/sassqueen-gaming-modpack
965582,NederCrafters,nedercrafters-modpack,969,https://www.curseforge.com/minecraft/modpacks/nedercrafters-modpack
1230122,Life Sim,life-sim,599,https://www.curseforge.com/minecraft/modpacks/life-sim
1211750,MC myanmar,play-fight-with-your-friends,153,https://www.curseforge.com/minecraft/modpacks/play-fight-with-your-friends
902507,BuildCraft X Create,bxc,5498,https://www.curseforge.com/minecraft/modpacks/bxc
1256276,NerdHaus Adventures,nerdhaus-adventures,165,https://www.curseforge.com/minecraft/modpacks/nerdhaus-adventures
1272649,Mazak's just Create,mazaks-just-create,11,https://www.curseforge.com/minecraft/modpacks/mazaks-just-create
1264727,NekoCraft!,nekocraftpack,288,https://www.curseforge.com/minecraft/modpacks/nekocraftpack
1271134,Beeg MC Earth,beeg-mc-earth,52,https://www.curseforge.com/minecraft/modpacks/beeg-mc-earth
766916,MC-FACTORY,mc-factory,8484,https://www.curseforge.com/minecraft/modpacks/mc-factory
1206093,Fated Curse,fated-curse,588,https://www.curseforge.com/minecraft/modpacks/fated-curse
1243227,Lost Notes,lost-notes,47,https://www.curseforge.com/minecraft/modpacks/lost-notes
1266739,The Gang Goes Splorin,the-gang-goes-splorin,91,https://www.curseforge.com/minecraft/modpacks/the-gang-goes-splorin
1268330,Chronicles of Arcadia: A Journey to Magitech [CAJM],cajm,1615,https://www.curseforge.com/minecraft/modpacks/cajm
1250967,Steamcraft (Create),steamcraft-create,286,https://www.curseforge.com/minecraft/modpacks/steamcraft-create
1265773,BippyCraft,bippycraft,57,https://www.curseforge.com/minecraft/modpacks/bippycraft
1264331,tcord staff,tcord-staff,39,https://www.curseforge.com/minecraft/modpacks/tcord-staff
1266587,KrzakiPudlo4,krzakipudlo4,112,https://www.curseforge.com/minecraft/modpacks/krzakipudlo4
1242324,Ultimate Explorers and technology,ultimate-exporters-teck,205,https://www.curseforge.com/minecraft/modpacks/ultimate-exporters-teck
1243806,Create: Towns and Exploration,create-towns-and-exploration,289,https://www.curseforge.com/minecraft/modpacks/create-towns-and-exploration
1223011,No Social Life Club,no-social-life-club,161,https://www.curseforge.com/minecraft/modpacks/no-social-life-club
1147754,Cosmic crafters,cosmic-crafters,423,https://www.curseforge.com/minecraft/modpacks/cosmic-crafters
1263703,Realm of Tech,realm-of-tech,7,https://www.curseforge.com/minecraft/modpacks/realm-of-tech
1014247,Arcanatech,arcanatech,74,https://www.curseforge.com/minecraft/modpacks/arcanatech
1250612,The Gang Goes Mining,the-gang-goes-mining,404,https://www.curseforge.com/minecraft/modpacks/the-gang-goes-mining
1260167,Create A Magic World!,create-a-magic-world,9,https://www.curseforge.com/minecraft/modpacks/create-a-magic-world
1244538,Create Complex,create-complex,48,https://www.curseforge.com/minecraft/modpacks/create-complex
1132474,ERRORCraft+ SMP,errorcraft-smp,132,https://www.curseforge.com/minecraft/modpacks/errorcraft-smp
1257832,Jay's Overhauled,jays-minecraft-overhauled,100,https://www.curseforge.com/minecraft/modpacks/jays-minecraft-overhauled
1243836,Even More Tech Mods,need-more-tech,21,https://www.curseforge.com/minecraft/modpacks/need-more-tech
1001167,PringleCraft Re-Created,pringlecraft,575,https://www.curseforge.com/minecraft/modpacks/pringlecraft
1254640,Aerial Hamster Division,aerial-hamster-division,142,https://www.curseforge.com/minecraft/modpacks/aerial-hamster-division
1253241,Disgraza Craft - S1,disgrazacraft-s1,36,https://www.curseforge.com/minecraft/modpacks/disgrazacraft-s1
1255559,Tactical Create Zero,tactical-create-zero,139,https://www.curseforge.com/minecraft/modpacks/tactical-create-zero
1200355,EmberCore: Atomic Energy,embercore-atomic-energy,507,https://www.curseforge.com/minecraft/modpacks/embercore-atomic-energy
1242970,OakShade,oakshade,80,https://www.curseforge.com/minecraft/modpacks/oakshade
1255105,Phantom's Survival,phantoms-survival,11,https://www.curseforge.com/minecraft/modpacks/phantoms-survival
1254123,Adventure Of Friends(Tech Version),adventure-of-friends-tech-version,11,https://www.curseforge.com/minecraft/modpacks/adventure-of-friends-tech-version
1253320,YumiKeki's create 6.0.4,yumis-create,71,https://www.curseforge.com/minecraft/modpacks/yumis-create
1178894,Create: The World is Yours,create-theworldisyours,739,https://www.curseforge.com/minecraft/modpacks/create-theworldisyours
1198708,Galleta Chronicles,galletachronicles,117,https://www.curseforge.com/minecraft/modpacks/galletachronicles
892444,Create Overstressed (Cerulean Studios),create-overstressed,2135,https://www.curseforge.com/minecraft/modpacks/create-overstressed
1244636,Succulent Supreme Sorcery,succulent-supreme-sorcery,275,https://www.curseforge.com/minecraft/modpacks/succulent-supreme-sorcery
1238047,Create: Physics Adventure,create-physics-adventure,850,https://www.curseforge.com/minecraft/modpacks/create-physics-adventure
1226748,Caseyy & Cyber's Adventure,cc-adventure,255,https://www.curseforge.com/minecraft/modpacks/cc-adventure
1180420,The HeeHahs,the-heehahs,362,https://www.curseforge.com/minecraft/modpacks/the-heehahs
1244242,"Adventure Box - Explore, Quest and Thrive",mazzys-modpack,465,https://www.curseforge.com/minecraft/modpacks/mazzys-modpack
1233392,Bonkalypse,bonkalypse,68,https://www.curseforge.com/minecraft/modpacks/bonkalypse
1248615,StarCraft Mechanical,starcraft-mechanical,68,https://www.curseforge.com/minecraft/modpacks/starcraft-mechanical
1212888,Deepest Darks,deepest-darks,180,https://www.curseforge.com/minecraft/modpacks/deepest-darks
1246487,"Automation, Arcania, & Atrocities (A³)",automation-arcania-atrocities-a3,36,https://www.curseforge.com/minecraft/modpacks/automation-arcania-atrocities-a3
1246141,Hand and magic,hand-and-magic,37,https://www.curseforge.com/minecraft/modpacks/hand-and-magic
1246161,CreatorCraft - Ghaster Studios,creatorcraft-ghaster-studios,72,https://www.curseforge.com/minecraft/modpacks/creatorcraft-ghaster-studios
1226007,Steam & Secrets,steam-secrets,258,https://www.curseforge.com/minecraft/modpacks/steam-secrets
1245545,Create Eternity By:Ldiax,create-eternity-by-ldiax,33,https://www.curseforge.com/minecraft/modpacks/create-eternity-by-ldiax
1214713,Create: GearCraft  Modpack,gearcraft-project,652,https://www.curseforge.com/minecraft/modpacks/gearcraft-project
1127732,Literally All of Create,literally-all-of-create,1048,https://www.curseforge.com/minecraft/modpacks/literally-all-of-create
1242387,Kyle and Friends,kyle-and-friends,25,https://www.curseforge.com/minecraft/modpacks/kyle-and-friends
1183368,create flamed,create-flamed,124,https://www.curseforge.com/minecraft/modpacks/create-flamed
1087600,Warmongers,warmongers,250,https://www.curseforge.com/minecraft/modpacks/warmongers
1222677,Rener's Golden,rgmc,156,https://www.curseforge.com/minecraft/modpacks/rgmc
1224400,Machina Obscura,machina-obscura,110,https://www.curseforge.com/minecraft/modpacks/machina-obscura
1217225,BugDouglas' Feast & Frontier,bugdouglas-feast-frontier,215,https://www.curseforge.com/minecraft/modpacks/bugdouglas-feast-frontier
1225365,CreateReCrafted,createrecrafted,182,https://www.curseforge.com/minecraft/modpacks/createrecrafted
1237156,UGE Create,uge-create,39,https://www.curseforge.com/minecraft/modpacks/uge-create
1207429,You Were Too Late – The Dead Walk Now,you-were-too-late-the-dead-walk-now,631,https://www.curseforge.com/minecraft/modpacks/you-were-too-late-the-dead-walk-now
1222825,When Worlds Clash - Song of Elysium,when-worlds-clash-song-of-elysium,902,https://www.curseforge.com/minecraft/modpacks/when-worlds-clash-song-of-elysium
1132142,The fall of the seven sins,the-fall-of-the-seven-sins,492,https://www.curseforge.com/minecraft/modpacks/the-fall-of-the-seven-sins
1010043,Last Hope ,last-hopee,1082,https://www.curseforge.com/minecraft/modpacks/last-hopee
1111455,HellMine,hellmine,78,https://www.curseforge.com/minecraft/modpacks/hellmine
1219639,BETTER SLOVENSKEJ GRINCH,better-slovenskej-grinch,187,https://www.curseforge.com/minecraft/modpacks/better-slovenskej-grinch
1230803,Happy's Mod,happys-mod,44,https://www.curseforge.com/minecraft/modpacks/happys-mod
1221236,LK7's Factory,lk7s-factory,49,https://www.curseforge.com/minecraft/modpacks/lk7s-factory
1233618,Every Of Create,every-of-create,29,https://www.curseforge.com/minecraft/modpacks/every-of-create
1235137,Mekanism Extraterrestrial Origin,mekanism-extraterrestrial-origin,50,https://www.curseforge.com/minecraft/modpacks/mekanism-extraterrestrial-origin
1229695,Create: ABoE,create-aboe,213,https://www.curseforge.com/minecraft/modpacks/create-aboe
1230127,YOU AGAINST THE WORLD,you-against-the-world,127,https://www.curseforge.com/minecraft/modpacks/you-against-the-world
1196077,The Broken Dimension,the-broken-dimension,253,https://www.curseforge.com/minecraft/modpacks/the-broken-dimension
1222177,Diabetus III,diabetus-iii,267,https://www.curseforge.com/minecraft/modpacks/diabetus-iii
1224558,Circuit Craft,circuit-craft,56,https://www.curseforge.com/minecraft/modpacks/circuit-craft
1209656,Doppel's Worse Create,doppels-worse-create,19,https://www.curseforge.com/minecraft/modpacks/doppels-worse-create
1219008,LaForestaPack,laforestapack,227,https://www.curseforge.com/minecraft/modpacks/laforestapack
1213494,Type Shit (IGB SMP),type-shit-igbsmp,235,https://www.curseforge.com/minecraft/modpacks/type-shit-igbsmp
1226029,PixelWar,pixelwar,61,https://www.curseforge.com/minecraft/modpacks/pixelwar
1228862,Aishibi Friends,aishibi-friends,63,https://www.curseforge.com/minecraft/modpacks/aishibi-friends
947376,TOAST¬VANILLA¬PACK,toastpackvanillaplus,653,https://www.curseforge.com/minecraft/modpacks/toastpackvanillaplus
1227448,The Boys One,the-boys-one,65,https://www.curseforge.com/minecraft/modpacks/the-boys-one
532552,BORRATPMC,borratpmc,974,https://www.curseforge.com/minecraft/modpacks/borratpmc
1222510,Create And Spaces,create-and-spaces,147,https://www.curseforge.com/minecraft/modpacks/create-and-spaces
1221294,Create: Dream and Explore,dream-and-explore,270,https://www.curseforge.com/minecraft/modpacks/dream-and-explore
1202571,Cabernom Craft,cabernom-craft,342,https://www.curseforge.com/minecraft/modpacks/cabernom-craft
1222179,Create for Charity,create-for-charity,16,https://www.curseforge.com/minecraft/modpacks/create-for-charity
1223025,CREATEivity ReForged,createivity,38,https://www.curseforge.com/minecraft/modpacks/createivity
851222,L'Alliance SMP,lalliancesmp,437,https://www.curseforge.com/minecraft/modpacks/lalliancesmp
1225187,Honesty: Created World,honesty-created-world,16,https://www.curseforge.com/minecraft/modpacks/honesty-created-world
1210757,Sigma Pack | Official,sigma-pack-official,741,https://www.curseforge.com/minecraft/modpacks/sigma-pack-official
1213371,Alkopolkarens adventure pack,alkopolkarens-adventure-pack,213,https://www.curseforge.com/minecraft/modpacks/alkopolkarens-adventure-pack
1212604,Creatos,creatos-but-better,103,https://www.curseforge.com/minecraft/modpacks/creatos-but-better
1028372,Create Building Utopia,create-utopia,6409,https://www.curseforge.com/minecraft/modpacks/create-utopia
1214007,Create & Survival,create-and-survival,43,https://www.curseforge.com/minecraft/modpacks/create-and-survival
1188287,TJP - Endless Expanse,tjp-endless-expanse,653,https://www.curseforge.com/minecraft/modpacks/tjp-endless-expanse
1193391,CREATE SPACE THE PERFECT LIFE,create-space-the-perfect-life,218,https://www.curseforge.com/minecraft/modpacks/create-space-the-perfect-life
1086398,Tenshi's Slop Pack,tenshis-slop-pack,150,https://www.curseforge.com/minecraft/modpacks/tenshis-slop-pack
1183777,Relics SMP,relics-smp,565,https://www.curseforge.com/minecraft/modpacks/relics-smp
1212175,Apopalypse,apopalypse,241,https://www.curseforge.com/minecraft/modpacks/apopalypse
1216546,Jakefork's Colony Builder,jakeforks-colony-builder,22,https://www.curseforge.com/minecraft/modpacks/jakeforks-colony-builder
1179202,Fentonia,fentonia,263,https://www.curseforge.com/minecraft/modpacks/fentonia
1211276,Zimply & Lost - Early Access[ZAL],zimply-lost-early-access,177,https://www.curseforge.com/minecraft/modpacks/zimply-lost-early-access
818746,Black Eagles Package,black-eagles-package,580,https://www.curseforge.com/minecraft/modpacks/black-eagles-package
1200512,The Gentleladies community Arcane Create,gentleladies-community-mod-pack,174,https://www.curseforge.com/minecraft/modpacks/gentleladies-community-mod-pack
1213050,MrNute's Pack,mrnutes-pack,7,https://www.curseforge.com/minecraft/modpacks/mrnutes-pack
1209400,Create: Cosmos & Community,create-cosmos-community,412,https://www.curseforge.com/minecraft/modpacks/create-cosmos-community
1211878,Turtle's Create,turtles-create,22,https://www.curseforge.com/minecraft/modpacks/turtles-create
985517,For Servers: LE CREATE,le-create,357,https://www.curseforge.com/minecraft/modpacks/le-create
1191981,The Bearded Babies,the-bearded-babiess,197,https://www.curseforge.com/minecraft/modpacks/the-bearded-babiess
1209597,Create: CitySMP,create-citysmp,30,https://www.curseforge.com/minecraft/modpacks/create-citysmp
1126047,TechCraft Blocks From Beyond,techcraft-blocks-from-beyond,359,https://www.curseforge.com/minecraft/modpacks/techcraft-blocks-from-beyond
1211051,Create: Play Together,create-play-together,37,https://www.curseforge.com/minecraft/modpacks/create-play-together
1060007,Create Mechanical Engineering,create-mechanical-engineering,430,https://www.curseforge.com/minecraft/modpacks/create-mechanical-engineering
1197568,Create: Hard Core,create-hardcore-mode,90,https://www.curseforge.com/minecraft/modpacks/create-hardcore-mode
1203997,Create It Up - A Create Experience,create-it-up-a-create-experience,1417,https://www.curseforge.com/minecraft/modpacks/create-it-up-a-create-experience
1146843,Create: Ultimate [MP],create-ultimate-mp,809,https://www.curseforge.com/minecraft/modpacks/create-ultimate-mp
1210046,Two Year Create Phase!!,two-year-create-phase,17,https://www.curseforge.com/minecraft/modpacks/two-year-create-phase
1204284,Dreg Craft,dreg-craft,111,https://www.curseforge.com/minecraft/modpacks/dreg-craft
1140945,KoroPlayAdventure - KPA,koroplayadventure,210,https://www.curseforge.com/minecraft/modpacks/koroplayadventure
1168026,zafazu's Creatify,zafazus-creatify,116,https://www.curseforge.com/minecraft/modpacks/zafazus-creatify
1187532,Obsidian ledgends,obsidian-ledgends,121,https://www.curseforge.com/minecraft/modpacks/obsidian-ledgends
1153531,TerraPlus+,terraplus,394,https://www.curseforge.com/minecraft/modpacks/terraplus
1184331,CI - Create Industries,ci-create-industries,220,https://www.curseforge.com/minecraft/modpacks/ci-create-industries
1190353,Forged in Earth,forged-in-earth,310,https://www.curseforge.com/minecraft/modpacks/forged-in-earth
1205514,TG create serie,tg-create-serie,27,https://www.curseforge.com/minecraft/modpacks/tg-create-serie
834956,Hazard's Exploration Pack,hazards-modpack,919,https://www.curseforge.com/minecraft/modpacks/hazards-modpack
1204524,Create: Gearstorm,create-gearstorm,40,https://www.curseforge.com/minecraft/modpacks/create-gearstorm
1206385,Create Personal SMP,create-personal-smp,7,https://www.curseforge.com/minecraft/modpacks/create-personal-smp
1195136,Dawn Guard,dawn-guard,198,https://www.curseforge.com/minecraft/modpacks/dawn-guard
1084023,TWPI Official,twpi-official,864,https://www.curseforge.com/minecraft/modpacks/twpi-official
488136,W43,w43,785,https://www.curseforge.com/minecraft/modpacks/w43
1203937,Project Wonderlands,project-wonderlands,14,https://www.curseforge.com/minecraft/modpacks/project-wonderlands
1151040,Lost Era Craft Official - Edition,lost-era-craft-official-edition,177,https://www.curseforge.com/minecraft/modpacks/lost-era-craft-official-edition
1203271,"Create, Addons and QOL",create-addons-and-qol,38,https://www.curseforge.com/minecraft/modpacks/create-addons-and-qol
1189510,Reload Adventure,reload-adventure,131,https://www.curseforge.com/minecraft/modpacks/reload-adventure
1087852,The Buntazoidal Pack MK9,the-buntazoidal-pack-mk9,452,https://www.curseforge.com/minecraft/modpacks/the-buntazoidal-pack-mk9
1200971,Create: the final fantasy,create-the-final-fantasy,41,https://www.curseforge.com/minecraft/modpacks/create-the-final-fantasy
1186516,Nyabetter,nyabetter,183,https://www.curseforge.com/minecraft/modpacks/nyabetter
1190691,Frogs & Cogs (Discontinued),frogs-cogs,208,https://www.curseforge.com/minecraft/modpacks/frogs-cogs
1199164,Hans Epic Adventure,hans-epic-adventure,70,https://www.curseforge.com/minecraft/modpacks/hans-epic-adventure
1051105,Heart of the Craft,heart-of-the-craft-pack,181,https://www.curseforge.com/minecraft/modpacks/heart-of-the-craft-pack
972218,CREATEMANIA,createmania,652,https://www.curseforge.com/minecraft/modpacks/createmania
1113746,Create for friendos,create-for-friendos,40,https://www.curseforge.com/minecraft/modpacks/create-for-friendos
